464,425
453,463
209,465
467,15
422,466
131,469
468,204
471,95
209,470
473,214
472,272
475,252
305,474
129,477
476,433
295,479
478,37
58,481
211,482
169,485
484,142
552,67
177,486
483,489
488,36
198,483
40,490
135,493
492,5
487,86
425,494
19,497
351,496
491,434
235,500
499,447
358,495
151,501
504,315
503,78
33,498
122,505
508,174
507,200
502,214
509,482
512,196
401,511
207,506
266,513
517,103
29,526
189,515
148,516
521,326
514,233
342,519
520,36
373,525
535,359
523,179
524,472
298,529
363,522
4,527
455,528
72,543
50,532
533,473
530,118
531,468
84,536
537,339
169,534
357,612
540,50
475,541
65,538
305,539
84,544
545,39
63,542
297,549
269,546
547,10
560,322
43,553
133,550
372,551
548,39
557,415
554,65
553,555
7,569
221,561
437,558
559,87
556,177
381,563
564,315
577,543
345,562
567,506
526,568
565,42
481,566
494,571
572,36
407,518
7,570
575,7
576,574
166,573
574,40
581,86
582,53
579,459
580,265
585,151
560,586
540,583
491,584
589,65
270,590
587,428
588,363
593,139
7,595
591,70
330,592
599,454
104,596
597,194
594,176
502,603
468,600
601,11
598,254
527,607
464,604
11,605
401,602
3,689
608,503
609,407
49,606
11,613
433,610
11,611
344,616
617,342
315,614
40,615
620,140
443,621
550,618
619,352
624,252
304,625
622,84
40,623
67,629
44,627
31,628
98,633
281,626
111,631
632,64
367,637
388,630
221,635
197,636
58,641
29,634
639,398
330,640
415,578
412,638
225,670
644,218
645,280
145,642
79,643
648,499
243,649
337,646
70,647
356,652
462,653
650,365
220,651
247,656
657,212
654,577
629,661
749,433
204,659
177,660
665,324
658,169
602,663
664,411
254,669
36,662
667,205
668,517
83,673
666,273
671,277
73,672
99,675
472,676
291,704
674,108
92,679
680,327
677,610
65,678
683,19
684,220
655,681
529,682
202,687
688,4
685,188
70,686
153,693
333,690
26,691
65,655
450,697
118,694
549,695
11,692
129,701
698,326
11,699
696,278
528,705
702,49
185,703
700,61
711,455
708,354
226,709
35,706
730,93
50,712
671,713
710,20
3,719
716,215
677,717
714,168
707,202
720,510
721,149
718,138
725,135
315,726
48,723
724,444
729,4
782,823
358,727
728,575
733,407
734,29
731,209
50,732
737,58
10,722
694,735
736,252
153,739
272,740
211,745
738,284
743,199
171,744
334,764
658,742
74,747
244,748
753,208
362,746
751,25
159,752
741,407
750,87
115,757
132,754
311,755
183,760
358,761
758,688
759,389
715,385
8,765
660,762
574,763
768,29
769,43
5,766
273,767
756,311
129,770
225,773
252,784
76,771
774,55
777,5
772,750
37,775
778,433
88,781
883,103
213,779
782,63
261,785
24,780
531,783
58,788
659,787
786,26
801,373
792,240
791,154
790,234
76,789
28,796
143,795
385,794
137,776
340,800
799,627
442,798
75,797
126,814
805,187
253,804
585,803
767,802
680,809
808,170
87,807
80,793
813,3
55,812
140,811
810,8
379,817
46,816
16,815
196,820
831,774
293,818
676,821
758,824
217,819
762,822
825,208
828,528
537,806
826,115
122,829
40,832
827,586
830,54
643,833
211,834
198,837
12,840
835,176
61,838
841,175
781,844
839,484
663,842
29,845
848,191
12,843
846,716
849,472
544,958
3,847
852,54
80,851
716,850
249,857
166,856
855,716
59,854
861,29
860,298
603,859
809,858
4,865
591,864
863,581
862,87
103,836
5,870
869,6
868,135
867,11
874,134
873,405
872,449
379,871
878,572
478,877
751,876
354,875
853,65
288,881
194,880
879,645
884,845
887,497
357,882
194,885
888,515
82,891
886,688
741,889
366,892
895,4
83,890
893,158
8,896
585,866
894,58
788,897
8,900
899,577
898,512
331,1002
904,828
60,903
902,445
369,901
869,908
431,907
381,906
173,905
169,912
911,549
910,409
888,909
101,914
47,917
913,20
915,295
441,918
921,577
447,916
82,919
922,670
105,925
606,920
340,923
925,926
929,329
924,333
927,4
700,932
928,814
930,536
361,933
34,936
21,931
346,934
937,567
94,940
88,935
762,938
177,941
944,849
939,108
838,942
393,945
135,943
370,949
948,11
49,947
946,333
492,953
401,952
665,951
140,950
586,957
19,956
250,955
937,954
961,516
960,112
959,211
818,964
322,965
962,608
963,54
968,135
75,969
396,966
760,967
543,971
899,970
821,973
786,972
208,975
755,974
977,936
602,976
707,978
134,979
166,980
858,981
688,982
905,983
984,36
107,985
433,987
986,40
989,728
988,126
991,535
91,990
925,993
60,992
996,316
498,997
58,994
995,443
387,1000
337,1001
611,998
999,502
